CUS_ID,TRN_ID,VENDOR_ID,M_ENTITY,O_ENTITY,PROCESSING_DATE,SERVICE_DATE,TRANSACTION_DATE,ORDER_DATE,TRANSACTION_CODE,FEE_CURRENCY,BASE_CURRENCY,TARGET_CURRENCY,EXCHANGE_RATE,BASE_REVENUE,BASE_REVENUE_LOCAL,CALCULATION_FACTOR,CALCULATED_VALUE
1767,8234,B,B,3B,2025-09-22,2025-09-21,2025-06-17,2025-09-11,X,,EUR,GBP,0.8276,68.5,56.69,2,113.38
1768,8233,B,B,3B,2025-05-08,2025-05-10,2025-06-15,2025-09-15,X,,EUR,GBP,0.8276,142.0,117.52,3,352.56
1769,8232,B,B,3B,2025-02-17,2025-05-06,2025-01-15,2025-07-11,X,,CAD,GBP,0.55222,1504.38,830.75,2,1661.5
1770,8231,B,B,3B,2025-08-16,2025-04-03,2025-04-02,2025-03-16,X,,USD,GBP,0.79289,1810.55,1435.57,2,2871.14
1771,8230,B,B,3B,2025-08-24,2025-09-12,2025-06-13,2025-04-05,X,,EUR,GBP,0.8276,81.5,67.45,3,202.35
1772,8229,B,B,3B,2025-08-12,2025-02-02,2025-06-11,2025-07-02,X,,EUR,GBP,0.8276,167.5,138.62,3,415.86
1773,8228,B,B,3B,2025-08-04,2025-07-10,2025-09-03,2025-06-10,X,,EUR,GBP,0.8276,292.5,242.07,2,484.14
1774,8227,B,B,3B,2025-02-27,2025-04-29,2025-08-22,2025-04-08,Y,EUR,EUR,GBP,0.8276,8.03,6.65,2,13.3
1775,8226,B,B,3B,2025-01-14,2025-01-21,2025-05-26,2025-07-04,X,,USD,GBP,0.79289,3044.35,2413.83,5,12069.15
1776,8225,I,I,D0,2025-04-01,2025-08-08,2025-03-21,2025-05-01,X,,GBP,EUR,1.20833,118.0,142.58,2,285.16
1777,8224,I,I,4M,2025-05-22,2025-06-12,2025-01-25,2025-01-04,X,,GBP,EUR,1.20833,23.83,28.79,3,86.37
1778,8223,B,B,3B,2025-06-05,2025-09-05,2025-09-04,2025-07-18,X,,EUR,GBP,0.8276,193.03,159.75,2,319.5
1779,8222,B,B,3B,2025-03-12,2025-08-09,2025-06-30,2025-08-29,X,,EUR,GBP,0.8276,133.88,110.8,2,221.6
1780,8221,B,B,3B,2025-03-13,2025-05-20,2025-09-07,2025-09-04,Y,USD,USD,GBP,0.79289,154.0,122.11,2,244.22
1781,8220,A,A,ZZ,2025-08-09,2025-05-18,2025-09-26,2025-05-19,X,,USD,GBP,0.79289,86.0,68.19,2,136.38
1782,8219,A,A,ZZ,2025-01-23,2025-07-18,2025-06-23,2025-01-22,X,,USD,GBP,0.79289,213.0,168.89,2,337.78
1783,8218,B,B,3B,2025-08-31,2025-04-14,2025-04-12,2025-01-07,X,,USD,GBP,0.79289,1671.27,1325.13,5,6625.65
1784,8217,I,I,4M,2025-07-28,2025-03-19,2025-09-06,2025-07-26,Y,GBP,EUR,EUR,1.20833,38.0,45.92,3,137.76
1785,8216,B,B,ZZ,2025-04-12,2025-07-29,2025-01-22,2025-03-27,X,,USD,GBP,0.79289,530.02,420.25,2,840.5
1786,8215,A,A,3B,2025-06-01,2025-04-26,2025-04-30,2025-03-12,X,,USD,GBP,0.79289,2134.0,1692.03,2,3384.06
1787,8214,B,B,3B,2025-08-21,2025-01-07,2025-07-04,2025-07-06,X,,USD,GBP,0.79289,22.79,18.07,2,36.14
1788,8213,B,B,3B,2025-03-10,2025-04-05,2025-08-23,2025-09-02,X,,USD,GBP,0.79289,244.71,194.03,2,388.06
1789,8212,B,B,3B,2025-06-02,2025-09-13,2025-07-16,2025-07-20,X,,EUR,GBP,0.8276,147.72,122.25,2,244.5
1790,8211,A,A,ZZ,2025-03-26,2025-04-28,2025-03-19,2025-08-16,X,,USD,GBP,0.79289,111.0,88.01,2,176.02
1791,8210,A,A,ZZ,2025-05-11,2025-08-17,2025-01-13,2025-06-19,X,,USD,GBP,0.79289,189.0,149.86,4,599.44
1792,8209,B,B,3B,2025-03-05,2025-03-26,2025-04-01,2025-01-12,X,,EUR,GBP,0.8276,248.68,205.81,2,411.62
1793,8208,A,A,ZZ,2025-09-22,2025-04-27,2025-05-07,2025-05-24,X,,USD,GBP,0.79289,46.0,36.47,2,72.94
1794,8207,B,B,3B,2025-07-14,2025-01-17,2025-03-30,2025-03-12,X,,USD,GBP,0.79289,1366.8,1083.72,3,3251.16
1795,8206,B,B,3B,2025-01-30,2025-01-20,2025-05-17,2025-01-05,Y,INR,INR,GBP,0.00933,8802.0,82.12,2,164.24
1796,8205,A,A,ZZ,2025-08-01,2025-07-28,2025-04-02,2025-03-10,X,,USD,GBP,0.79289,288.0,228.35,2,456.7
1797,8204,B,B,3B,2025-02-04,2025-04-01,2025-02-07,2025-06-19,X,,EUR,GBP,0.8276,157.0,129.93,2,259.86
1798,8203,B,B,3B,2025-01-04,2025-08-01,2025-01-16,2025-05-07,X,,ZAR,GBP,0.04344,16621.78,722.05,2,1444.1
1799,8202,B,B,3B,2025-07-15,2025-02-20,2025-08-26,2025-02-04,X,,USD,GBP,0.79289,1901.04,1507.32,2,3014.64
1800,8201,B,B,3B,2025-02-16,2025-03-25,2025-03-21,2025-02-08,X,,USD,GBP,0.79289,65.45,51.89,2,103.78
1801,8200,B,B,3B,2025-03-23,2025-04-21,2025-02-23,2025-03-12,X,,DKK,GBP,0.11094,2757.68,305.94,4,1223.76
1802,8199,I,I,3B,2025-07-30,2025-03-13,2025-07-12,2025-04-12,X,,GBP,EUR,1.20833,50.31,60.79,1,60.79
1803,8198,A,A,ZZ,2025-06-15,2025-09-13,2025-04-22,2025-03-17,X,,USD,GBP,0.79289,187.0,148.27,5,741.35
1804,8197,B,B,ZZ,2025-03-15,2025-04-11,2025-02-01,2025-05-09,X,,CHF,GBP,0.88543,419.05,371.04,2,742.08
1805,8196,B,B,3B,2025-02-03,2025-03-02,2025-06-12,2025-08-30,X,,SEK,GBP,0.07201,1641.06,118.17,2,236.34
1806,8195,B,B,3B,2025-04-30,2025-07-04,2025-01-15,2025-04-30,X,,CAD,GBP,0.55222,1322.41,730.26,2,1460.52
1807,8194,B,B,3B,2025-04-18,2025-07-18,2025-07-11,2025-04-09,X,,USD,GBP,0.79289,288.0,228.35,3,685.05
1808,8193,B,B,3B,2025-02-04,2025-02-22,2025-09-27,2025-08-06,X,,USD,GBP,0.79289,352.81,279.74,2,559.48
1809,8192,B,B,3B,2025-07-23,2025-03-22,2025-09-22,2025-09-25,X,,USD,GBP,0.79289,162.52,128.86,2,257.72
1810,8191,B,B,3B,2025-01-08,2025-02-23,2025-03-19,2025-04-03,X,,EUR,GBP,0.8276,165.07,136.61,2,273.22
1811,8190,B,B,3B,2025-09-16,2025-04-12,2025-07-07,2025-01-01,X,,USD,GBP,0.79289,387.29,307.08,2,614.16
1812,8189,B,B,3B,2025-01-12,2025-04-11,2025-08-09,2025-08-24,X,,EUR,GBP,0.8276,13.5,11.17,2,22.34
1813,8188,I,I,D0,2025-06-18,2025-03-27,2025-05-28,2025-09-09,X,,GBP,EUR,1.20833,115.5,139.56,4,558.24
1814,8187,B,B,3B,2025-02-05,2025-01-23,2025-01-01,2025-08-15,X,,ZAR,GBP,0.04344,79054.15,3434.11,5,17170.55
1815,8186,B,B,3B,2025-06-19,2025-02-11,2025-08-14,2025-05-30,X,,USD,GBP,0.79289,878.0,696.16,2,1392.32
1816,8185,B,B,3B,2025-04-23,2025-04-24,2025-04-18,2025-05-10,X,,CZK,GBP,0.03295,3397.0,111.93,5,559.65
1817,8184,B,B,3B,2025-04-23,2025-01-21,2025-02-19,2025-04-07,X,,EUR,GBP,0.8276,88.71,73.42,2,146.84
1818,8183,B,B,3B,2025-05-20,2025-06-08,2025-06-25,2025-03-16,Y,USD,USD,GBP,0.79289,97.0,76.91,2,153.82
1819,8182,B,B,3B,2025-08-17,2025-04-20,2025-02-15,2025-07-10,X,,USD,GBP,0.79289,473.96,375.8,2,751.6
1820,8181,B,B,3B,2025-03-22,2025-09-02,2025-07-28,2025-08-12,X,,USD,GBP,0.79289,55.97,44.38,2,88.76
1821,8180,A,A,ZZ,2025-07-22,2025-09-19,2025-08-18,2025-06-14,X,,USD,GBP,0.79289,144.0,114.18,2,228.36
1822,8179,B,B,3B,2025-01-14,2025-07-14,2025-07-29,2025-07-21,Y,EUR,EUR,GBP,0.8276,18.0,14.9,2,29.8
1823,8178,B,B,3B,2025-04-27,2025-07-21,2025-06-17,2025-02-28,X,,USD,GBP,0.79289,306.83,243.28,4,973.12
1824,8177,B,B,3B,2025-08-19,2025-06-13,2025-02-08,2025-03-12,Y,USD,USD,GBP,0.79289,123.0,97.53,2,195.06
1825,8176,B,B,3B,2025-06-29,2025-08-10,2025-08-04,2025-01-22,Y,PKR,PKR,GBP,0.00261,31852.0,83.13,2,166.26
1826,8175,A,A,ZZ,2025-09-19,2025-07-24,2025-06-05,2025-08-29,X,,USD,GBP,0.79289,242.0,191.88,5,959.4
1827,8174,B,B,3B,2025-09-26,2025-09-04,2025-02-27,2025-04-06,X,,EUR,GBP,0.8276,47.38,39.21,2,78.42
1828,8173,B,B,3B,2025-08-13,2025-05-24,2025-04-01,2025-02-17,X,,USD,GBP,0.79289,726.67,576.17,3,1728.51
1829,8172,B,B,3B,2025-05-19,2025-03-15,2025-02-26,2025-08-04,Y,USD,USD,GBP,0.79289,50.0,39.64,3,118.92
1830,8171,B,B,3B,2025-05-22,2025-04-11,2025-09-03,2025-08-25,X,,EUR,GBP,0.8276,56.5,46.76,2,93.52
1831,8170,B,B,3B,2025-04-28,2025-06-04,2025-04-13,2025-06-10,X,,USD,GBP,0.79289,322.21,255.48,2,510.96
1832,8169,B,B,GK,2025-07-04,2025-01-25,2025-07-29,2025-01-02,X,,USD,GBP,0.79289,72.45,57.44,3,172.32
1833,8168,B,B,3B,2025-04-05,2025-06-11,2025-05-11,2025-06-16,Y,INR,INR,GBP,0.00933,1318.0,12.3,2,24.6
1834,8167,B,B,3B,2025-01-15,2025-04-04,2025-04-20,2025-03-06,Y,USD,USD,GBP,0.79289,20.0,15.86,2,31.72
1835,8166,B,B,GK,2025-03-01,2025-03-21,2025-03-29,2025-05-15,X,,EUR,GBP,0.8276,142.0,117.52,4,470.08
1836,8165,A,A,3B,2025-07-03,2025-07-27,2025-08-04,2025-02-11,X,,USD,GBP,0.79289,286.0,226.77,5,1133.85
1837,8164,B,B,3B,2025-03-04,2025-06-19,2025-07-22,2025-02-21,X,,USD,GBP,0.79289,27.43,21.75,2,43.5
1838,8163,I,I,KA,2025-03-16,2025-04-14,2025-08-17,2025-07-23,X,,GBP,EUR,1.20833,27.41,33.12,1,33.12
1839,8162,B,B,3B,2025-06-30,2025-08-21,2025-01-08,2025-01-10,X,,EUR,GBP,0.8276,196.02,162.23,2,324.46
1840,8161,A,A,ZZ,2025-04-28,2025-07-08,2025-04-06,2025-02-18,X,,USD,GBP,0.79289,783.0,620.83,5,3104.15
1841,8160,B,B,3B,2025-07-22,2025-07-31,2025-06-04,2025-08-30,X,,EUR,GBP,0.8276,48.5,40.14,2,80.28
1842,8159,B,B,3B,2025-09-26,2025-09-17,2025-02-13,2025-02-08,Y,USD,USD,GBP,0.79289,119.8,94.99,2,189.98
1843,8158,B,B,3B,2025-03-16,2025-09-11,2025-06-02,2025-07-30,X,,USD,GBP,0.79289,496.48,393.65,2,787.3
1844,8157,I,B,4M,2025-01-01,2025-03-28,2025-02-02,2025-06-07,Y,USD,EUR,GBP,0.79289,48.29,38.29,2,76.58
1845,8156,B,B,3B,2025-09-21,2025-08-12,2025-05-04,2025-02-04,X,,EUR,GBP,0.8276,62.5,51.73,2,103.46
1846,8155,A,A,ZZ,2025-04-15,2025-06-29,2025-09-11,2025-05-05,X,,USD,GBP,0.79289,361.0,286.23,2,572.46
1847,8154,B,B,3B,2025-04-29,2025-02-13,2025-03-27,2025-08-13,Y,EUR,EUR,GBP,0.8276,65.0,53.79,3,161.37
1848,8153,B,B,3B,2025-09-25,2025-02-22,2025-09-25,2025-06-21,Y,USD,USD,GBP,0.79289,85.0,67.4,2,134.8
1849,8152,B,B,3B,2025-05-31,2025-04-30,2025-03-10,2025-03-25,X,,USD,GBP,0.79289,501.16,397.36,2,794.72
1850,8151,B,B,3B,2025-03-11,2025-07-04,2025-05-12,2025-03-16,Y,ISK,ISK,GBP,0.0057,3460.0,19.72,2,39.44
1851,8150,A,A,ZZ,2025-03-13,2025-03-22,2025-01-06,2025-05-09,X,,USD,GBP,0.79289,11.0,8.72,2,17.44
1852,8149,B,B,3B,2025-06-16,2025-07-12,2025-03-02,2025-06-25,X,,EUR,GBP,0.85529,141.72,121.21,2,242.42
1853,8148,B,B,3B,2025-01-03,2025-03-06,2025-08-14,2025-09-09,Y,MYR,MYR,GBP,0.17662,382.0,67.47,2,134.94
1854,8147,B,B,ZZ,2025-04-25,2025-01-10,2025-01-20,2025-01-16,X,,USD,GBP,0.79289,322.5,255.71,2,511.42
1855,8146,B,B,3B,2025-02-28,2025-09-04,2025-04-17,2025-06-30,X,,EUR,GBP,0.8276,615.4,509.31,4,2037.24
1856,8145,B,B,3B,2025-07-14,2025-07-17,2025-02-26,2025-08-31,X,,ZAR,GBP,0.04344,872.73,37.91,2,75.82
1857,8144,B,B,3B,2025-04-01,2025-07-16,2025-06-23,2025-06-21,X,,EUR,GBP,0.8276,56.87,47.07,2,94.14
1858,8143,A,A,ZZ,2025-05-05,2025-02-22,2025-01-03,2025-09-07,X,,USD,GBP,0.79289,305.0,241.83,5,1209.15
1859,8142,B,B,3B,2025-05-13,2025-01-15,2025-04-14,2025-07-29,X,,EUR,GBP,0.8276,239.5,198.21,2,396.42
1860,8141,B,B,3B,2025-05-13,2025-01-29,2025-07-04,2025-09-18,X,,USD,GBP,0.79289,365.17,289.54,2,579.08
1861,8140,B,B,3B,2025-03-11,2025-03-22,2025-03-01,2025-06-25,X,,EUR,GBP,0.8276,281.24,232.75,5,1163.75
1862,8139,B,B,3B,2025-01-06,2025-02-19,2025-06-11,2025-06-19,X,,EUR,GBP,0.8276,12.88,10.66,2,21.32
1863,8138,B,B,3B,2025-08-10,2025-08-19,2025-04-13,2025-02-22,X,,EUR,GBP,0.8276,155.5,128.69,2,257.38
1864,8137,B,B,3B,2025-01-11,2025-04-15,2025-08-12,2025-05-30,X,,EUR,GBP,0.8276,593.86,491.48,4,1965.92
1865,8136,B,B,3B,2025-05-10,2025-05-12,2025-02-08,2025-06-21,X,,EUR,GBP,0.8276,199.5,165.11,4,660.44
1866,8135,I,I,D0,2025-07-10,2025-08-11,2025-03-13,2025-08-21,X,,GBP,EUR,1.20833,31.29,37.81,1,37.81
1867,8134,B,B,3B,2025-03-03,2025-01-16,2025-03-13,2025-04-12,X,,EGP,GBP,0.01556,8503.67,132.32,2,264.64
1868,8133,B,B,3B,2025-05-21,2025-01-31,2025-02-07,2025-07-02,X,,EUR,GBP,0.8276,214.91,177.86,2,355.72
1869,8132,B,B,3B,2025-04-19,2025-01-04,2025-04-15,2025-08-14,X,,ZAR,GBP,0.04344,20154.52,875.51,3,2626.53
1870,8131,B,B,3B,2025-04-26,2025-04-08,2025-01-01,2025-02-27,Y,HKD,HKD,GBP,0.10201,830.0,84.67,2,169.34
1871,8130,A,A,ZZ,2025-03-11,2025-08-01,2025-01-17,2025-02-15,X,,USD,GBP,0.79289,118.0,93.56,4,374.24
1872,8129,B,B,3B,2025-07-14,2025-01-17,2025-09-13,2025-05-26,X,,CHF,GBP,0.88543,641.75,568.22,5,2841.1
1873,8128,A,A,ZZ,2025-09-05,2025-03-13,2025-05-31,2025-03-30,X,,USD,GBP,0.79289,144.0,114.18,2,228.36
1874,8127,B,B,3B,2025-06-07,2025-09-01,2025-06-10,2025-06-22,X,,EUR,GBP,0.8276,64.0,52.97,2,105.94
1875,8126,B,B,3B,2025-07-05,2025-05-03,2025-07-29,2025-07-06,X,,CNY,GBP,0.10871,6800.35,739.27,2,1478.54
1876,8125,A,A,ZZ,2025-02-04,2025-08-07,2025-09-09,2025-05-31,X,,USD,GBP,0.79289,3082.0,2443.69,4,9774.76
1877,8124,B,B,3B,2025-09-10,2025-02-22,2025-04-16,2025-04-23,X,,EUR,GBP,0.8276,3.37,2.79,2,5.58
1878,8123,B,B,3B,2025-03-15,2025-09-17,2025-08-23,2025-07-10,X,,EUR,GBP,0.8276,190.0,157.24,3,471.72
1879,8122,B,B,3B,2025-02-14,2025-04-24,2025-09-26,2025-06-13,Y,EUR,EUR,GBP,0.8276,17.0,14.07,2,28.14
1880,8121,B,B,3B,2025-01-10,2025-05-12,2025-06-24,2025-03-16,X,,SEK,GBP,0.07201,345.74,24.9,4,99.6
1881,8120,A,A,ZZ,2025-05-07,2025-03-30,2025-08-21,2025-06-20,X,,USD,GBP,0.79289,189.0,149.86,5,749.3
1882,8119,B,B,3B,2025-06-21,2025-05-25,2025-06-18,2025-09-24,Y,EUR,EUR,GBP,0.8276,60.0,49.66,2,99.32
1883,8118,B,B,3B,2025-05-10,2025-04-07,2025-09-27,2025-09-24,X,,HUF,GBP,0.00201,135114.41,271.58,2,543.16
1884,8117,B,B,3B,2025-03-08,2025-07-27,2025-09-21,2025-09-23,X,,EUR,GBP,0.8276,615.5,509.39,3,1528.17
1885,8116,B,B,3B,2025-03-28,2025-07-05,2025-04-10,2025-07-27,X,,NGN,GBP,0.00051,2752892.0,1403.97,2,2807.94
1886,8115,B,B,3B,2025-08-28,2025-07-29,2025-03-06,2025-05-19,X,,EUR,GBP,0.8276,76.55,63.35,2,126.7
1887,8114,B,B,3B,2025-03-31,2025-07-04,2025-06-02,2025-06-29,X,,AED,GBP,0.21584,3616.92,780.68,2,1561.36
1888,8113,B,B,3B,2025-03-26,2025-05-07,2025-01-02,2025-01-26,X,,USD,GBP,0.79289,606.06,480.54,2,961.08
1889,8112,A,A,ZZ,2025-01-12,2025-07-12,2025-09-20,2025-08-19,X,,USD,GBP,0.79289,721.0,571.67,4,2286.68
1890,8111,B,B,3B,2025-07-24,2025-05-21,2025-07-12,2025-05-08,Y,USD,USD,GBP,0.79289,27.0,21.41,2,42.82
1891,8110,I,B,4M,2025-01-17,2025-09-25,2025-08-18,2025-07-09,Y,USD,EUR,GBP,0.79289,98.69,78.25,4,313.0
1892,8109,B,B,3B,2025-06-24,2025-07-22,2025-05-23,2025-01-16,Y,EUR,EUR,GBP,0.8276,80.0,66.21,2,132.42
1893,8108,B,B,3B,2025-06-19,2025-02-16,2025-02-26,2025-01-04,X,,SEK,GBP,0.07201,26.18,1.89,2,3.78
1894,8107,B,B,3B,2025-05-09,2025-03-27,2025-01-30,2025-02-16,X,,USD,GBP,0.79289,426.5,338.17,2,676.34
1895,8106,A,A,3B,2025-03-20,2025-06-19,2025-01-21,2025-02-25,X,,USD,GBP,0.79289,623.0,493.97,3,1481.91
1896,8105,B,B,3B,2025-07-05,2025-07-26,2025-02-12,2025-07-13,X,,HKD,GBP,0.10201,4370.0,445.78,2,891.56
1897,8104,B,B,3B,2025-04-08,2025-09-16,2025-07-08,2025-05-21,X,,USD,GBP,0.79289,21.18,16.79,2,33.58
1898,8103,B,B,3B,2025-06-23,2025-06-09,2025-02-03,2025-04-11,X,,EUR,GBP,0.8276,344.5,285.11,2,570.22
1899,8102,B,B,3B,2025-07-18,2025-09-08,2025-04-19,2025-09-14,X,,INR,GBP,0.00933,77938.27,727.16,2,1454.32
1900,8101,B,B,3B,2025-01-19,2025-03-06,2025-02-25,2025-05-24,X,,USD,GBP,0.79289,461.05,365.56,2,731.12
1901,8100,B,B,3B,2025-09-11,2025-08-03,2025-08-15,2025-09-09,X,,USD,GBP,0.79289,2170.11,1720.66,2,3441.32
1902,8099,A,A,ZZ,2025-06-23,2025-08-23,2025-07-21,2025-01-14,X,,USD,GBP,0.79289,162.0,128.45,5,642.25
1903,8098,B,B,3B,2025-06-06,2025-03-04,2025-07-25,2025-09-18,Y,USD,USD,GBP,0.79289,137.0,108.63,2,217.26
1904,8097,A,A,ZZ,2025-05-28,2025-01-18,2025-02-09,2025-04-30,X,,USD,GBP,0.79289,56.0,44.4,3,133.2
1905,8096,B,B,3B,2025-02-24,2025-06-24,2025-04-26,2025-01-04,X,,EUR,GBP,0.8276,282.5,233.8,5,1169.0
1906,8095,B,B,3B,2025-04-05,2025-04-12,2025-09-11,2025-05-18,Y,INR,INR,GBP,0.00933,7556.0,70.5,2,141.0
1907,8094,B,B,3B,2025-07-20,2025-02-25,2025-03-26,2025-03-11,Y,EUR,EUR,GBP,0.8276,48.0,39.72,2,79.44
1908,8093,I,I,4M,2025-07-29,2025-03-09,2025-05-09,2025-08-08,Y,GBP,EUR,EUR,1.20833,19.25,23.26,1,23.26
1909,8092,B,B,ZZ,2025-01-15,2025-07-27,2025-02-25,2025-03-09,X,,USD,GBP,0.79289,265.5,210.51,2,421.02
1910,8091,B,B,3B,2025-01-07,2025-02-11,2025-01-14,2025-07-15,X,,EUR,GBP,0.8276,363.97,301.22,2,602.44
1911,8090,B,B,3B,2025-09-05,2025-09-10,2025-05-30,2025-03-22,X,,USD,GBP,0.79289,171.29,135.81,2,271.62
1912,8089,B,B,3B,2025-05-12,2025-07-28,2025-01-11,2025-05-26,X,,EUR,GBP,0.8276,166.5,137.8,2,275.6
1913,8088,B,B,3B,2025-05-02,2025-07-10,2025-03-29,2025-09-09,X,,USD,GBP,0.79289,244.59,193.93,3,581.79
1914,8087,B,B,3B,2025-06-02,2025-02-11,2025-07-07,2025-02-23,X,,EUR,GBP,0.8276,63.99,52.96,2,105.92
1915,8086,A,A,ZZ,2025-01-18,2025-06-10,2025-02-28,2025-04-13,X,,USD,GBP,0.77177,118.0,91.07,2,182.14
1916,8085,B,B,3B,2025-03-31,2025-02-22,2025-08-13,2025-07-13,X,,USD,GBP,0.79289,3443.0,2729.92,2,5459.84
1917,8084,A,A,PP,2025-08-31,2025-04-27,2025-05-24,2025-09-07,X,,USD,GBP,0.79289,412.0,326.67,4,1306.68
1918,8083,A,A,ZZ,2025-04-23,2025-06-27,2025-07-23,2025-09-19,X,,USD,GBP,0.79289,206.0,163.34,5,816.7
1919,8082,B,B,3B,2025-05-21,2025-03-05,2025-04-25,2025-08-21,X,,USD,GBP,0.79289,47.34,37.54,2,75.08
1920,8081,B,B,3B,2025-03-14,2025-09-02,2025-08-31,2025-02-21,X,,USD,GBP,0.79289,44.82,35.54,2,71.08
1921,8080,B,B,3B,2025-07-22,2025-06-14,2025-03-13,2025-09-02,X,,EUR,GBP,0.8276,88.6,73.33,2,146.66
1922,8079,B,B,3B,2025-04-04,2025-03-01,2025-09-26,2025-07-31,X,,EUR,GBP,0.8276,160.0,132.42,4,529.68
1923,8078,B,B,3B,2025-09-06,2025-08-11,2025-01-28,2025-02-12,X,,EUR,GBP,0.8276,239.25,198.0,4,792.0
1924,8077,B,B,3B,2025-02-15,2025-02-19,2025-01-13,2025-08-14,Y,USD,USD,GBP,0.79289,52.0,41.23,2,82.46
1925,8076,B,B,3B,2025-04-20,2025-02-01,2025-02-25,2025-07-06,Y,EUR,USD,GBP,0.8276,49.79,41.21,2,82.42
1926,8075,B,B,3B,2025-08-21,2025-06-22,2025-02-20,2025-01-31,X,,EUR,GBP,0.8276,89.14,73.77,2,147.54
1927,8074,B,B,3B,2025-04-23,2025-09-10,2025-05-14,2025-05-16,X,,USD,GBP,0.79289,1239.76,982.99,4,3931.96
1928,8073,A,A,ZZ,2025-02-19,2025-03-14,2025-06-25,2025-05-19,X,,USD,GBP,0.79289,4198.6,3329.03,5,16645.15
1929,8072,B,B,3B,2025-07-18,2025-09-19,2025-08-02,2025-03-11,X,,EUR,GBP,0.8276,343.5,284.28,4,1137.12
1930,8071,A,A,ZZ,2025-08-31,2025-05-26,2025-08-09,2025-04-05,X,,USD,GBP,0.79289,160.0,126.86,2,253.72
1931,8070,B,B,3B,2025-09-01,2025-04-18,2025-06-26,2025-04-10,X,,EUR,GBP,0.8276,95.18,78.77,4,315.08
1932,8069,I,I,3B,2025-08-31,2025-07-11,2025-05-03,2025-08-31,X,,USD,EUR,0.95807,746.0,714.72,1,714.72
1933,8068,B,B,3B,2025-03-25,2025-09-13,2025-02-02,2025-05-06,Y,EUR,EUR,GBP,0.8276,29.0,24.0,2,48.0
1934,8067,B,B,3B,2025-08-12,2025-07-18,2025-03-13,2025-09-06,X,,EUR,GBP,0.8276,684.0,566.08,5,2830.4
1935,8066,A,A,ZZ,2025-04-16,2025-06-12,2025-07-31,2025-08-12,X,,USD,GBP,0.79289,158.0,125.28,2,250.56
1936,8065,A,A,3B,2025-01-03,2025-08-15,2025-02-03,2025-09-18,X,,USD,GBP,0.79289,6384.0,5061.81,5,25309.05
1937,8064,B,B,3B,2025-03-11,2025-07-16,2025-01-01,2025-06-17,X,,USD,GBP,0.79289,772.31,612.36,3,1837.08
1938,8063,B,B,3B,2025-04-03,2025-01-08,2025-05-12,2025-06-25,X,,EUR,GBP,0.8276,167.83,138.9,2,277.8
1939,8062,A,A,ZZ,2025-06-15,2025-03-16,2025-04-22,2025-07-20,X,,USD,GBP,0.79289,989.0,784.17,4,3136.68
1940,8061,B,B,3B,2025-04-29,2025-04-11,2025-09-04,2025-02-05,X,,USD,GBP,0.79289,2394.54,1898.61,4,7594.44
1941,8060,B,B,3B,2025-01-29,2025-07-09,2025-01-31,2025-05-26,X,,EUR,GBP,0.8276,51.97,43.01,2,86.02
1942,8059,B,B,3B,2025-01-06,2025-07-03,2025-05-07,2025-01-12,Y,EUR,EUR,GBP,0.8276,30.0,24.83,2,49.66
1943,8058,B,B,3B,2025-04-27,2025-04-06,2025-02-02,2025-01-10,X,,EUR,GBP,0.8276,132.06,109.29,2,218.58
1944,8057,B,B,3B,2025-07-15,2025-01-09,2025-02-02,2025-03-15,X,,SEK,GBP,0.07201,2158.62,155.44,2,310.88
1945,8056,B,B,3B,2025-03-20,2025-07-03,2025-05-30,2025-06-04,X,,CHF,GBP,0.88543,58.1,51.44,4,205.76
1946,8055,B,B,3B,2025-03-04,2025-04-21,2025-02-25,2025-09-17,X,,USD,GBP,0.79289,502.34,398.3,3,1194.9
1947,8054,B,B,3B,2025-09-06,2025-05-24,2025-09-03,2025-05-14,X,,EUR,GBP,0.8276,310.21,256.73,4,1026.92
1948,8053,B,B,OU,2025-09-13,2025-05-25,2025-07-06,2025-02-10,X,,EUR,GBP,0.8276,78.5,64.97,2,129.94
1949,8052,I,I,ZZ,2025-07-09,2025-02-28,2025-05-23,2025-06-25,X,,GBP,EUR,1.20833,830.84,1003.93,4,4015.72
1950,8051,B,B,3B,2025-05-24,2025-08-04,2025-07-13,2025-09-10,Y,USD,USD,GBP,0.79289,70.0,55.5,2,111.0
1951,8050,A,A,3B,2025-05-12,2025-07-03,2025-06-23,2025-09-05,X,,USD,GBP,0.79289,381.0,302.09,2,604.18
1952,8049,B,B,3B,2025-07-13,2025-04-20,2025-04-05,2025-01-30,Y,USD,USD,GBP,0.79289,92.0,72.95,2,145.9
1953,8048,B,B,3B,2025-05-17,2025-04-23,2025-07-16,2025-03-27,X,,INR,GBP,0.00933,32090.0,299.4,2,598.8
1954,8047,A,A,ZZ,2025-07-04,2025-05-15,2025-05-23,2025-01-31,X,,USD,GBP,0.79289,114.0,90.39,2,180.78
1955,8046,B,B,3B,2025-04-29,2025-09-10,2025-08-21,2025-07-07,X,,EUR,GBP,0.8276,300.07,248.34,3,745.02
1956,8045,B,B,3B,2025-07-09,2025-02-25,2025-05-19,2025-09-26,X,,EUR,GBP,0.8276,208.27,172.36,2,344.72
1957,8044,A,A,ZZ,2025-04-24,2025-05-12,2025-09-27,2025-02-22,X,,USD,GBP,0.79289,72.0,57.09,4,228.36
