Currency from,Currency to,Conversion unit,Rate,Effective date  
[MWK] MWK,[USD] USD,1,0.00057,01/07/2025
[MWK] MWK,[EUR] EUR,1,0.00049,01/07/2025
[MUR] MUR,[GBP] GBP,1,0.01598,01/07/2025
[MUR] MUR,[USD] USD,1,0.02155,01/07/2025
[MUR] MUR,[EUR] EUR,1,0.01842,01/07/2025
[MRU] MRU,[GBP] GBP,1,0.01863,01/07/2025
[MRU] MRU,[USD] USD,1,0.02513,01/07/2025
[MRU] MRU,[EUR] EUR,1,0.02148,01/07/2025
[MNT] MNT,[GBP] GBP,1,0.00021,01/07/2025
[MNT] MNT,[USD] USD,1,0.00028,01/07/2025
[MNT] MNT,[EUR] EUR,1,0.00024,01/07/2025
[MKD] MKD,[GBP] GBP,1,0.01407,01/07/2025
[MKD] MKD,[USD] USD,1,0.01898,01/07/2025
[MKD] MKD,[EUR] EUR,1,0.01622,01/07/2025
[MGA] MGA,[GBP] GBP,1,0.00017,01/07/2025
[MGA] MGA,[USD] USD,1,0.00022,01/07/2025
[MGA] MGA,[EUR] EUR,1,0.00019,01/07/2025
[MAD] MAD,[GBP] GBP,1,0.0815,01/07/2025
[MAD] MAD,[USD] USD,1,0.10995,01/07/2025
[MAD] MAD,[EUR] EUR,1,0.09397,01/07/2025
[LKR] LKR,[GBP] GBP,1,0.00243,01/07/2025
[LKR] LKR,[USD] USD,1,0.00328,01/07/2025
[LKR] LKR,[EUR] EUR,1,0.0028,01/07/2025
[KZT] KZT,[GBP] GBP,1,0.00138,01/07/2025
[KZT] KZT,[USD] USD,1,0.00187,01/07/2025
[KZT] KZT,[EUR] EUR,1,0.0016,01/07/2025
[KWD] KWD,[GBP] GBP,1,2.42389,01/07/2025
[KWD] KWD,[USD] USD,1,3.27,01/07/2025
[KWD] KWD,[EUR] EUR,1,2.7947,01/07/2025
[KRW] KRW,[GBP] GBP,1,0.00054,01/07/2025
[KRW] KRW,[USD] USD,1,0.00072,01/07/2025
[KRW] KRW,[EUR] EUR,1,0.00062,01/07/2025
[KES] KES,[GBP] GBP,1,0.0057,01/07/2025
[KES] KES,[USD] USD,1,0.00769,01/07/2025
[KES] KES,[EUR] EUR,1,0.00657,01/07/2025
[JPY] JPY,[GBP] GBP,1,0.00503,01/07/2025
[JPY] JPY,[USD] USD,1,0.00679,01/07/2025
[JPY] JPY,[EUR] EUR,1,0.0058,01/07/2025
[JOD] JOD,[GBP] GBP,1,1.04551,01/07/2025
[JOD] JOD,[USD] USD,1,1.41044,01/07/2025
[JOD] JOD,[EUR] EUR,1,1.20546,01/07/2025
[JMD] JMD,[GBP] GBP,1,0.0046,01/07/2025
[JMD] JMD,[USD] USD,1,0.0062,01/07/2025
[JMD] JMD,[EUR] EUR,1,0.0053,01/07/2025
[ISK] ISK,[GBP] GBP,1,0.00608,01/07/2025
[ISK] ISK,[USD] USD,1,0.0082,01/07/2025
[ISK] ISK,[EUR] EUR,1,0.00701,01/07/2025
[IRR] IRR,[GBP] GBP,1,0,01/07/2025
[IRR] IRR,[USD] USD,1,0,01/07/2025
[IRR] IRR,[EUR] EUR,1,0,01/07/2025
[INR] INR,[GBP] GBP,1,0.00859,01/07/2025
[INR] INR,[USD] USD,1,0.01159,01/07/2025
[INR] INR,[EUR] EUR,1,0.0099,01/07/2025
[ILS] ILS,[GBP] GBP,1,0.22145,01/07/2025
[ILS] ILS,[USD] USD,1,0.29874,01/07/2025
[ILS] ILS,[EUR] EUR,1,0.25533,01/07/2025
[IDR] IDR,[GBP] GBP,1,0.00005,01/07/2025
[IDR] IDR,[USD] USD,1,0.00006,01/07/2025
[IDR] IDR,[EUR] EUR,1,0.00005,01/07/2025
[HUF] HUF,[GBP] GBP,1,0.00217,01/07/2025
[HUF] HUF,[USD] USD,1,0.00293,01/07/2025
[HUF] HUF,[EUR] EUR,1,0.00251,01/07/2025
[HTG] HTG,[GBP] GBP,1,0.00562,01/07/2025
[HTG] HTG,[USD] USD,1,0.00758,01/07/2025
[HTG] HTG,[EUR] EUR,1,0.00648,01/07/2025
[HRK] HRK,[GBP] GBP,1,0.11511,01/07/2025
[HRK] HRK,[USD] USD,1,0.15529,01/07/2025
[HRK] HRK,[EUR] EUR,1,0.13272,01/07/2025
[HNL] HNL,[GBP] GBP,1,0.02827,01/07/2025
[HNL] HNL,[USD] USD,1,0.03814,01/07/2025
[HNL] HNL,[EUR] EUR,1,0.0326,01/07/2025
[HKD] HKD,[GBP] GBP,1,0.09443,01/07/2025
[HKD] HKD,[USD] USD,1,0.12739,01/07/2025
[HKD] HKD,[EUR] EUR,1,0.10888,01/07/2025
[GYD] GYD,[GBP] GBP,1,0.00352,01/07/2025
[GYD] GYD,[USD] USD,1,0.00475,01/07/2025
[GYD] GYD,[EUR] EUR,1,0.00406,01/07/2025
[GTQ] GTQ,[GBP] GBP,1,0.09663,01/07/2025
[GTQ] GTQ,[USD] USD,1,0.13036,01/07/2025
[GTQ] GTQ,[EUR] EUR,1,0.11141,01/07/2025
[GIP] GIP,[GBP] GBP,1,1,01/07/2025
[GIP] GIP,[USD] USD,1,1.34904,01/07/2025
[GIP] GIP,[EUR] EUR,1,1.15299,01/07/2025
[GHS] GHS,[GBP] GBP,1,0.06928,01/07/2025
[GHS] GHS,[USD] USD,1,0.09346,01/07/2025
[GHS] GHS,[EUR] EUR,1,0.07988,01/07/2025
[GEL] GEL,[GBP] GBP,1,0.26934,01/07/2025
[GEL] GEL,[USD] USD,1,0.36335,01/07/2025
[GEL] GEL,[EUR] EUR,1,0.31054,01/07/2025
[FJD] FJD,[GBP] GBP,1,0.32811,01/07/2025
[FJD] FJD,[USD] USD,1,0.44263,01/07/2025
[FJD] FJD,[EUR] EUR,1,0.37831,01/07/2025
[EUR] EUR,[GBP] GBP,1,0.86731,01/07/2025
[EUR] EUR,[USD] USD,1,1.17003,01/07/2025
[ETB] ETB,[GBP] GBP,1,0.00545,01/07/2025
[ETB] ETB,[USD] USD,1,0.00735,01/07/2025
[ETB] ETB,[EUR] EUR,1,0.00628,01/07/2025
[EGP] EGP,[GBP] GBP,1,0.01507,01/07/2025
[EGP] EGP,[USD] USD,1,0.02032,01/07/2025
[EGP] EGP,[EUR] EUR,1,0.01737,01/07/2025
[DZD] DZD,[GBP] GBP,1,0.00568,01/07/2025
[DZD] DZD,[USD] USD,1,0.00766,01/07/2025
[DZD] DZD,[EUR] EUR,1,0.00655,01/07/2025
[DOP] DOP,[GBP] GBP,1,0.01224,01/07/2025
[DOP] DOP,[USD] USD,1,0.01651,01/07/2025
[DOP] DOP,[EUR] EUR,1,0.01411,01/07/2025
[DKK] DKK,[GBP] GBP,1,0.11619,01/07/2025
[DKK] DKK,[USD] USD,1,0.15674,01/07/2025
[DKK] DKK,[EUR] EUR,1,0.13396,01/07/2025
[DJF] DJF,[GBP] GBP,1,0.00417,01/07/2025
[DJF] DJF,[USD] USD,1,0.00563,01/07/2025
[DJF] DJF,[EUR] EUR,1,0.00481,01/07/2025
[CZK] CZK,[GBP] GBP,1,0.03524,01/07/2025
[CZK] CZK,[USD] USD,1,0.04754,01/07/2025
[CZK] CZK,[EUR] EUR,1,0.04063,01/07/2025
[CRC] CRC,[GBP] GBP,1,0.00146,01/07/2025
[CRC] CRC,[USD] USD,1,0.00197,01/07/2025
[CRC] CRC,[EUR] EUR,1,0.00169,01/07/2025
[COP] COP,[GBP] GBP,1,0.00018,01/07/2025
[COP] COP,[USD] USD,1,0.00025,01/07/2025
[COP] COP,[EUR] EUR,1,0.00021,01/07/2025
[CNY] CNY,[GBP] GBP,1,0.10338,01/07/2025
[CNY] CNY,[USD] USD,1,0.13946,01/07/2025
[CNY] CNY,[EUR] EUR,1,0.11919,01/07/2025
[CLP] CLP,[GBP] GBP,1,0.00078,01/07/2025
[CLP] CLP,[USD] USD,1,0.00105,01/07/2025
[CLP] CLP,[EUR] EUR,1,0.00089,01/07/2025
[CHF] CHF,[GBP] GBP,1,0.93015,01/07/2025
[CHF] CHF,[USD] USD,1,1.2548,01/07/2025
[CHF] CHF,[EUR] EUR,1,1.07246,01/07/2025
[CAD] CAD,[GBP] GBP,1,0.54256,01/07/2025
[CAD] CAD,[USD] USD,1,0.73193,01/07/2025
[CAD] CAD,[EUR] EUR,1,0.62556,01/07/2025
[BZD] BZD,[GBP] GBP,1,0.37063,01/07/2025
[BZD] BZD,[USD] USD,1,0.5,01/07/2025
[BZD] BZD,[EUR] EUR,1,0.42733,01/07/2025
[BWP] BWP,[GBP] GBP,1,0.05445,01/07/2025
[BWP] BWP,[USD] USD,1,0.07346,01/07/2025
[BWP] BWP,[EUR] EUR,1,0.06278,01/07/2025
[BSD] BSD,[GBP] GBP,1,0.74127,01/07/2025
[BSD] BSD,[USD] USD,1,1,01/07/2025
[BSD] BSD,[EUR] EUR,1,0.85467,01/07/2025
[BRL] BRL,[GBP] GBP,1,0.13352,01/07/2025
[BRL] BRL,[USD] USD,1,0.18013,01/07/2025
[BRL] BRL,[EUR] EUR,1,0.15395,01/07/2025
[BND] BND,[GBP] GBP,1,0.57882,01/07/2025
[BND] BND,[USD] USD,1,0.78085,01/07/2025
[BND] BND,[EUR] EUR,1,0.66737,01/07/2025
[BMD] BMD,[GBP] GBP,1,0.74127,01/07/2025
[BMD] BMD,[USD] USD,1,1,01/07/2025
[BMD] BMD,[EUR] EUR,1,0.85467,01/07/2025
[BIF] BIF,[GBP] GBP,1,0.00025,01/07/2025
[BIF] BIF,[USD] USD,1,0.00034,01/07/2025
[BIF] BIF,[EUR] EUR,1,0.00029,01/07/2025
[BHD] BHD,[GBP] GBP,1,1.97095,01/07/2025
[BHD] BHD,[USD] USD,1,2.65887,01/07/2025
[BHD] BHD,[EUR] EUR,1,2.27247,01/07/2025
[BGN] BGN,[GBP] GBP,1,0.44345,01/07/2025
[BGN] BGN,[USD] USD,1,0.59823,01/07/2025
[BGN] BGN,[EUR] EUR,1,0.51129,01/07/2025
[BDT] BDT,[GBP] GBP,1,0.00605,01/07/2025
[BDT] BDT,[USD] USD,1,0.00816,01/07/2025
[BDT] BDT,[EUR] EUR,1,0.00697,01/07/2025
[BBD] BBD,[GBP] GBP,1,0.37063,01/07/2025
[BBD] BBD,[USD] USD,1,0.5,01/07/2025
[BBD] BBD,[EUR] EUR,1,0.42733,01/07/2025
[BAM] BAM,[GBP] GBP,1,0.44345,01/07/2025
[BAM] BAM,[USD] USD,1,0.59823,01/07/2025
[BAM] BAM,[EUR] EUR,1,0.51129,01/07/2025
[AZN] AZN,[GBP] GBP,1,0.43604,01/07/2025
[AZN] AZN,[USD] USD,1,0.58824,01/07/2025
[AZN] AZN,[EUR] EUR,1,0.50275,01/07/2025
[AWG] AWG,[GBP] GBP,1,0.41181,01/07/2025
[AWG] AWG,[USD] USD,1,0.55556,01/07/2025
[AWG] AWG,[EUR] EUR,1,0.47482,01/07/2025
[AUD] AUD,[GBP] GBP,1,0.48535,01/07/2025
[AUD] AUD,[USD] USD,1,0.65475,01/07/2025
[AUD] AUD,[EUR] EUR,1,0.5596,01/07/2025
[ARS] ARS,[GBP] GBP,1,0.00058,01/07/2025
[ARS] ARS,[USD] USD,1,0.00078,01/07/2025
[ARS] ARS,[EUR] EUR,1,0.00066,01/07/2025
[AOA] AOA,[GBP] GBP,1,0.00079,01/07/2025
[AOA] AOA,[USD] USD,1,0.00106,01/07/2025
[AOA] AOA,[EUR] EUR,1,0.00091,01/07/2025
[ANG] ANG,[GBP] GBP,1,0.41411,01/07/2025
[ANG] ANG,[USD] USD,1,0.55866,01/07/2025
[ANG] ANG,[EUR] EUR,1,0.47747,01/07/2025
[AMD] AMD,[GBP] GBP,1,0.00193,01/07/2025
[AMD] AMD,[USD] USD,1,0.0026,01/07/2025
[AMD] AMD,[EUR] EUR,1,0.00223,01/07/2025
[AED] AED,[GBP] GBP,1,0.2018,01/07/2025
[AED] AED,[USD] USD,1,0.27224,01/07/2025
[AED] AED,[EUR] EUR,1,0.23268,01/07/2025
[USD] USD,[GBP] GBP,1,0.74127,01/07/2025
[USD] USD,[EUR] EUR,1,0.85467,01/07/2025
[GBP] GBP,[USD] USD,1,1.34904,01/07/2025
[GBP] GBP,[EUR] EUR,1,1.15299,01/07/2025
[EUR] EUR,[GBP] GBP,1,0.85529,01/06/2025
[EUR] EUR,[USD] USD,1,1.15227,01/06/2025
[ZMW] ZMW,[GBP] GBP,1,0.03154,01/06/2025
[ZMW] ZMW,[USD] USD,1,0.04249,01/06/2025
[ZMW] ZMW,[EUR] EUR,1,0.03687,01/06/2025
[ZAR] ZAR,[GBP] GBP,1,0.04129,01/06/2025
[ZAR] ZAR,[USD] USD,1,0.05562,01/06/2025
[ZAR] ZAR,[EUR] EUR,1,0.04827,01/06/2025
[XPF] XPF,[GBP] GBP,1,0.00717,01/06/2025
[XPF] XPF,[USD] USD,1,0.00966,01/06/2025
[XPF] XPF,[EUR] EUR,1,0.00838,01/06/2025
[XOF] XOF,[GBP] GBP,1,0.0013,01/06/2025
[XOF] XOF,[USD] USD,1,0.00176,01/06/2025
[XOF] XOF,[EUR] EUR,1,0.00152,01/06/2025
[XCD] XCD,[GBP] GBP,1,0.27491,01/06/2025
[XCD] XCD,[USD] USD,1,0.37037,01/06/2025
[XCD] XCD,[EUR] EUR,1,0.32142,01/06/2025
[XAF] XAF,[GBP] GBP,1,0.0013,01/06/2025
[XAF] XAF,[USD] USD,1,0.00176,01/06/2025
[XAF] XAF,[EUR] EUR,1,0.00152,01/06/2025
[VUV] VUV,[GBP] GBP,1,0.00624,01/06/2025
[VUV] VUV,[USD] USD,1,0.00841,01/06/2025
[VUV] VUV,[EUR] EUR,1,0.0073,01/06/2025
[VND] VND,[GBP] GBP,1,0.00003,01/06/2025
[VND] VND,[USD] USD,1,0.00004,01/06/2025
[VND] VND,[EUR] EUR,1,0.00003,01/06/2025
[USD] USD,[GBP] GBP,1,0.74225,01/06/2025
[USD] USD,[EUR] EUR,1,0.86784,01/06/2025
[UAH] UAH,[GBP] GBP,1,0.01773,01/06/2025
[UAH] UAH,[USD] USD,1,0.02389,01/06/2025
[UAH] UAH,[EUR] EUR,1,0.02074,01/06/2025
[TWD] TWD,[GBP] GBP,1,0.02507,01/06/2025
[TWD] TWD,[USD] USD,1,0.03378,01/06/2025
[TWD] TWD,[EUR] EUR,1,0.02932,01/06/2025
[TTD] TTD,[GBP] GBP,1,0.10936,01/06/2025
[TTD] TTD,[USD] USD,1,0.14734,01/06/2025
[TTD] TTD,[EUR] EUR,1,0.12787,01/06/2025
[TRY] TRY,[GBP] GBP,1,0.01874,01/06/2025
[TRY] TRY,[USD] USD,1,0.02525,01/06/2025
[TRY] TRY,[EUR] EUR,1,0.02192,01/06/2025
[TOP] TOP,[GBP] GBP,1,0.3079,01/06/2025
[TOP] TOP,[USD] USD,1,0.41483,01/06/2025
[TOP] TOP,[EUR] EUR,1,0.36,01/06/2025
[TND] TND,[GBP] GBP,1,0.2519,01/06/2025
[TND] TND,[USD] USD,1,0.33937,01/06/2025
[TND] TND,[EUR] EUR,1,0.29452,01/06/2025
[THB] THB,[GBP] GBP,1,0.02262,01/06/2025
[THB] THB,[USD] USD,1,0.03048,01/06/2025
[THB] THB,[EUR] EUR,1,0.02645,01/06/2025
[SZL] SZL,[GBP] GBP,1,0.04129,01/06/2025
[SZL] SZL,[USD] USD,1,0.05562,01/06/2025
[SZL] SZL,[EUR] EUR,1,0.04827,01/06/2025
[SGD] SGD,[GBP] GBP,1,0.57712,01/06/2025
[SGD] SGD,[USD] USD,1,0.77753,01/06/2025
[SGD] SGD,[EUR] EUR,1,0.67477,01/06/2025
[SEK] SEK,[GBP] GBP,1,0.07707,01/06/2025
[SEK] SEK,[USD] USD,1,0.10384,01/06/2025
[SEK] SEK,[EUR] EUR,1,0.09012,01/06/2025
[SDG] SDG,[GBP] GBP,1,0.00034,01/06/2025
[SDG] SDG,[USD] USD,1,0.00046,01/06/2025
[SDG] SDG,[EUR] EUR,1,0.0004,01/06/2025
[SCR] SCR,[GBP] GBP,1,0.04963,01/06/2025
[SCR] SCR,[USD] USD,1,0.06687,01/06/2025
[SCR] SCR,[EUR] EUR,1,0.05803,01/06/2025
[SAR] SAR,[GBP] GBP,1,0.19793,01/06/2025
[SAR] SAR,[USD] USD,1,0.26667,01/06/2025
[SAR] SAR,[EUR] EUR,1,0.23143,01/06/2025
[RWF] RWF,[GBP] GBP,1,0.00051,01/06/2025
[RWF] RWF,[USD] USD,1,0.00069,01/06/2025
[RWF] RWF,[EUR] EUR,1,0.0006,01/06/2025
[RUB] RUB,[GBP] GBP,1,0.00943,01/06/2025
[RUB] RUB,[USD] USD,1,0.01271,01/06/2025
[RUB] RUB,[EUR] EUR,1,0.01103,01/06/2025
[RSD] RSD,[GBP] GBP,1,0.00728,01/06/2025
[RSD] RSD,[USD] USD,1,0.00981,01/06/2025
[RSD] RSD,[EUR] EUR,1,0.00851,01/06/2025
[RON] RON,[GBP] GBP,1,0.16968,01/06/2025
[RON] RON,[USD] USD,1,0.2286,01/06/2025
[RON] RON,[EUR] EUR,1,0.19839,01/06/2025
[QAR] QAR,[GBP] GBP,1,0.20391,01/06/2025
[QAR] QAR,[USD] USD,1,0.27473,01/06/2025
[QAR] QAR,[EUR] EUR,1,0.23842,01/06/2025
[PYG] PYG,[GBP] GBP,1,0.00009,01/06/2025
[PYG] PYG,[USD] USD,1,0.00013,01/06/2025
[PYG] PYG,[EUR] EUR,1,0.00011,01/06/2025
[PLN] PLN,[GBP] GBP,1,0.20018,01/06/2025
[PLN] PLN,[USD] USD,1,0.26968,01/06/2025
[PLN] PLN,[EUR] EUR,1,0.23405,01/06/2025
[PKR] PKR,[GBP] GBP,1,0.00261,01/06/2025
[PKR] PKR,[USD] USD,1,0.00352,01/06/2025
[PKR] PKR,[EUR] EUR,1,0.00305,01/06/2025
[PHP] PHP,[GBP] GBP,1,0.0129,01/06/2025
[PHP] PHP,[USD] USD,1,0.01739,01/06/2025
[PHP] PHP,[EUR] EUR,1,0.01509,01/06/2025
[PGK] PGK,[GBP] GBP,1,0.17707,01/06/2025
[PGK] PGK,[USD] USD,1,0.23856,01/06/2025
[PGK] PGK,[EUR] EUR,1,0.20703,01/06/2025
[OMR] OMR,[GBP] GBP,1,1.93043,01/06/2025
[OMR] OMR,[USD] USD,1,2.60078,01/06/2025
[OMR] OMR,[EUR] EUR,1,2.25708,01/06/2025
[NZD] NZD,[GBP] GBP,1,0.44426,01/06/2025
[NZD] NZD,[USD] USD,1,0.59853,01/06/2025
[NZD] NZD,[EUR] EUR,1,0.51943,01/06/2025
[NPR] NPR,[GBP] GBP,1,0.00536,01/06/2025
[NPR] NPR,[USD] USD,1,0.00722,01/06/2025
[NPR] NPR,[EUR] EUR,1,0.00627,01/06/2025
[NOK] NOK,[GBP] GBP,1,0.07373,01/06/2025
[NOK] NOK,[USD] USD,1,0.09934,01/06/2025
[NOK] NOK,[EUR] EUR,1,0.08621,01/06/2025
[NGN] NGN,[GBP] GBP,1,0.00048,01/06/2025
[NGN] NGN,[USD] USD,1,0.00064,01/06/2025
[NGN] NGN,[EUR] EUR,1,0.00056,01/06/2025
[NAD] NAD,[GBP] GBP,1,0.04129,01/06/2025
[NAD] NAD,[USD] USD,1,0.05562,01/06/2025
[NAD] NAD,[EUR] EUR,1,0.04827,01/06/2025
[MZN] MZN,[GBP] GBP,1,0.01151,01/06/2025
[MZN] MZN,[USD] USD,1,0.0155,01/06/2025
[MZN] MZN,[EUR] EUR,1,0.01345,01/06/2025
[MYR] MYR,[GBP] GBP,1,0.1742,01/06/2025
[MYR] MYR,[USD] USD,1,0.23469,01/06/2025
[MYR] MYR,[EUR] EUR,1,0.20368,01/06/2025
[MXN] MXN,[GBP] GBP,1,0.03889,01/06/2025
[MXN] MXN,[USD] USD,1,0.0524,01/06/2025
[MXN] MXN,[EUR] EUR,1,0.04548,01/06/2025
[MWK] MWK,[GBP] GBP,1,0.00042,01/06/2025
[MWK] MWK,[USD] USD,1,0.00057,01/06/2025
[MWK] MWK,[EUR] EUR,1,0.0005,01/06/2025
[MUR] MUR,[GBP] GBP,1,0.01602,01/06/2025
[MUR] MUR,[USD] USD,1,0.02158,01/06/2025
[MUR] MUR,[EUR] EUR,1,0.01873,01/06/2025
[MRU] MRU,[GBP] GBP,1,0.01876,01/06/2025
[MRU] MRU,[USD] USD,1,0.02528,01/06/2025
[MRU] MRU,[EUR] EUR,1,0.02194,01/06/2025
[MNT] MNT,[GBP] GBP,1,0.00021,01/06/2025
[MNT] MNT,[USD] USD,1,0.00028,01/06/2025
[MNT] MNT,[EUR] EUR,1,0.00024,01/06/2025
[MKD] MKD,[GBP] GBP,1,0.0139,01/06/2025
[MKD] MKD,[USD] USD,1,0.01873,01/06/2025
[MKD] MKD,[EUR] EUR,1,0.01625,01/06/2025
[MGA] MGA,[GBP] GBP,1,0.00017,01/06/2025
[MGA] MGA,[USD] USD,1,0.00022,01/06/2025
[MGA] MGA,[EUR] EUR,1,0.00019,01/06/2025
[MAD] MAD,[GBP] GBP,1,0.08041,01/06/2025
[MAD] MAD,[USD] USD,1,0.10833,01/06/2025
[MAD] MAD,[EUR] EUR,1,0.09402,01/06/2025
[LKR] LKR,[GBP] GBP,1,0.00244,01/06/2025
[LKR] LKR,[USD] USD,1,0.00328,01/06/2025
[LKR] LKR,[EUR] EUR,1,0.00285,01/06/2025
[KZT] KZT,[GBP] GBP,1,0.00143,01/06/2025
[KZT] KZT,[USD] USD,1,0.00192,01/06/2025
[KZT] KZT,[EUR] EUR,1,0.00167,01/06/2025
[KWD] KWD,[GBP] GBP,1,2.4192,01/06/2025
[KWD] KWD,[USD] USD,1,3.25924,01/06/2025
[KWD] KWD,[EUR] EUR,1,2.82853,01/06/2025
[KRW] KRW,[GBP] GBP,1,0.00054,01/06/2025
[KRW] KRW,[USD] USD,1,0.00073,01/06/2025
[KRW] KRW,[EUR] EUR,1,0.00063,01/06/2025
[KES] KES,[GBP] GBP,1,0.00571,01/06/2025
[KES] KES,[USD] USD,1,0.00769,01/06/2025
[KES] KES,[EUR] EUR,1,0.00668,01/06/2025
[JPY] JPY,[GBP] GBP,1,0.0051,01/06/2025
[JPY] JPY,[USD] USD,1,0.00686,01/06/2025
[JPY] JPY,[EUR] EUR,1,0.00596,01/06/2025
[JOD] JOD,[GBP] GBP,1,1.0469,01/06/2025
[JOD] JOD,[USD] USD,1,1.41044,01/06/2025
[JOD] JOD,[EUR] EUR,1,1.22405,01/06/2025
[JMD] JMD,[GBP] GBP,1,0.00462,01/06/2025
[JMD] JMD,[USD] USD,1,0.00622,01/06/2025
[JMD] JMD,[EUR] EUR,1,0.0054,01/06/2025
[ISK] ISK,[GBP] GBP,1,0.00597,01/06/2025
[ISK] ISK,[USD] USD,1,0.00805,01/06/2025
[ISK] ISK,[EUR] EUR,1,0.00699,01/06/2025
[IRR] IRR,[GBP] GBP,1,0,01/06/2025
[IRR] IRR,[USD] USD,1,0,01/06/2025
[IRR] IRR,[EUR] EUR,1,0,01/06/2025
[INR] INR,[GBP] GBP,1,0.00858,01/06/2025
[INR] INR,[USD] USD,1,0.01156,01/06/2025
[INR] INR,[EUR] EUR,1,0.01003,01/06/2025
[ILS] ILS,[GBP] GBP,1,0.2139,01/06/2025
[ILS] ILS,[USD] USD,1,0.28817,01/06/2025
[ILS] ILS,[EUR] EUR,1,0.25009,01/06/2025
[IDR] IDR,[GBP] GBP,1,0.00005,01/06/2025
[IDR] IDR,[USD] USD,1,0.00006,01/06/2025
[IDR] IDR,[EUR] EUR,1,0.00005,01/06/2025
[HUF] HUF,[GBP] GBP,1,0.00212,01/06/2025
[HUF] HUF,[USD] USD,1,0.00286,01/06/2025
[HUF] HUF,[EUR] EUR,1,0.00248,01/06/2025
[HTG] HTG,[GBP] GBP,1,0.00563,01/06/2025
[HTG] HTG,[USD] USD,1,0.00759,01/06/2025
[HTG] HTG,[EUR] EUR,1,0.00658,01/06/2025
[HRK] HRK,[GBP] GBP,1,0.11352,01/06/2025
[HRK] HRK,[USD] USD,1,0.15293,01/06/2025
[HRK] HRK,[EUR] EUR,1,0.13272,01/06/2025
[HNL] HNL,[GBP] GBP,1,0.02844,01/06/2025
[HNL] HNL,[USD] USD,1,0.03832,01/06/2025
[HNL] HNL,[EUR] EUR,1,0.03326,01/06/2025
[HKD] HKD,[GBP] GBP,1,0.09455,01/06/2025
[HKD] HKD,[USD] USD,1,0.12739,01/06/2025
[HKD] HKD,[EUR] EUR,1,0.11055,01/06/2025
[GYD] GYD,[GBP] GBP,1,0.00353,01/06/2025
[GYD] GYD,[USD] USD,1,0.00475,01/06/2025
[GYD] GYD,[EUR] EUR,1,0.00412,01/06/2025
[GTQ] GTQ,[GBP] GBP,1,0.09661,01/06/2025
[GTQ] GTQ,[USD] USD,1,0.13016,01/06/2025
[GTQ] GTQ,[EUR] EUR,1,0.11296,01/06/2025
[GIP] GIP,[GBP] GBP,1,1,01/06/2025
[GIP] GIP,[USD] USD,1,1.34724,01/06/2025
[GIP] GIP,[EUR] EUR,1,1.16921,01/06/2025
[GHS] GHS,[GBP] GBP,1,0.07164,01/06/2025
[GHS] GHS,[USD] USD,1,0.09653,01/06/2025
[GHS] GHS,[EUR] EUR,1,0.08377,01/06/2025
[GEL] GEL,[GBP] GBP,1,0.26812,01/06/2025
[GEL] GEL,[USD] USD,1,0.36122,01/06/2025
[GEL] GEL,[EUR] EUR,1,0.31348,01/06/2025
[FJD] FJD,[GBP] GBP,1,0.32727,01/06/2025
[FJD] FJD,[USD] USD,1,0.44092,01/06/2025
[FJD] FJD,[EUR] EUR,1,0.38265,01/06/2025
[EUR] EUR,[GBP] GBP,1,0.85529,01/06/2025
[EUR] EUR,[USD] USD,1,1.15227,01/06/2025
[ETB] ETB,[GBP] GBP,1,0.00553,01/06/2025
[ETB] ETB,[USD] USD,1,0.00745,01/06/2025
[ETB] ETB,[EUR] EUR,1,0.00647,01/06/2025
[EGP] EGP,[GBP] GBP,1,0.01469,01/06/2025
[EGP] EGP,[USD] USD,1,0.01979,01/06/2025
[EGP] EGP,[EUR] EUR,1,0.01717,01/06/2025
[DZD] DZD,[GBP] GBP,1,0.00567,01/06/2025
[DZD] DZD,[USD] USD,1,0.00763,01/06/2025
[DZD] DZD,[EUR] EUR,1,0.00662,01/06/2025
[DOP] DOP,[GBP] GBP,1,0.01249,01/06/2025
[DOP] DOP,[USD] USD,1,0.01683,01/06/2025
[DOP] DOP,[EUR] EUR,1,0.01461,01/06/2025
[DKK] DKK,[GBP] GBP,1,0.11465,01/06/2025
[DKK] DKK,[USD] USD,1,0.15446,01/06/2025
[DKK] DKK,[EUR] EUR,1,0.13405,01/06/2025
[DJF] DJF,[GBP] GBP,1,0.00418,01/06/2025
[DJF] DJF,[USD] USD,1,0.00563,01/06/2025
[DJF] DJF,[EUR] EUR,1,0.00488,01/06/2025
[CZK] CZK,[GBP] GBP,1,0.03446,01/06/2025
[CZK] CZK,[USD] USD,1,0.04643,01/06/2025
[CZK] CZK,[EUR] EUR,1,0.04029,01/06/2025
[CRC] CRC,[GBP] GBP,1,0.00146,01/06/2025
[CRC] CRC,[USD] USD,1,0.00196,01/06/2025
[CRC] CRC,[EUR] EUR,1,0.0017,01/06/2025
[COP] COP,[GBP] GBP,1,0.00018,01/06/2025
[COP] COP,[USD] USD,1,0.00025,01/06/2025
[COP] COP,[EUR] EUR,1,0.00021,01/06/2025
[CNY] CNY,[GBP] GBP,1,0.10331,01/06/2025
[CNY] CNY,[USD] USD,1,0.13919,01/06/2025
[CNY] CNY,[EUR] EUR,1,0.12079,01/06/2025
[CLP] CLP,[GBP] GBP,1,0.00079,01/06/2025
[CLP] CLP,[USD] USD,1,0.00106,01/06/2025
